online_order,book_table,rate,votes,approx_cost_for_two_people,restaurant_type,location,has_phone
1,0,3.7,7,400.0,Delivery,Koramangala 5th Block,1
1,1,4.3,551,1000.0,Dine-out,Koramangala 6th Block,1
1,0,3.0,347,800.0,Delivery,Bannerghatta Road,1
0,0,2.9,60,400.0,Dine-out,Bannerghatta Road,1
0,1,3.7,64,1800.0,Drinks & nightlife,Whitefield,1
1,0,3.1,27,200.0,Desserts,Kalyan Nagar,1
1,0,3.9,181,400.0,Delivery,JP Nagar,1
0,0,3.3,6,300.0,Delivery,Koramangala 7th Block,1
1,0,3.8,108,400.0,Cafes,Koramangala 7th Block,1
1,0,4.0,107,400.0,Cafes,Bellandur,1
0,0,3.8,43,200.0,Delivery,Koramangala 7th Block,1
0,0,3.1,9,550.0,Delivery,Malleshwaram,1
1,1,3.6,164,800.0,Delivery,JP Nagar,1
1,0,3.2,58,900.0,Dine-out,New BEL Road,1
1,0,3.5,33,600.0,Delivery,Koramangala 7th Block,1
1,0,3.8,283,350.0,Delivery,Koramangala 5th Block,1
1,0,3.9,96,300.0,Dine-out,Kalyan Nagar,1
1,0,4.1,298,800.0,Delivery,Old Airport Road,1
0,1,3.8,155,1000.0,Dine-out,Koramangala 7th Block,1
1,1,4.6,1217,1700.0,Pubs and bars,Church Street,1
1,0,4.4,650,500.0,Delivery,Sarjapur Road,0
1,0,3.2,270,500.0,Dine-out,Marathahalli,1
1,0,2.8,68,450.0,Delivery,Marathahalli,1
1,0,3.1,42,800.0,Delivery,BTM,1
1,0,3.6,42,250.0,Dine-out,BTM,1
0,0,3.6,37,250.0,Dine-out,Brigade Road,1
0,1,4.4,578,4000.0,Dine-out,Residency Road,1
1,0,3.9,38,400.0,Dine-out,JP Nagar,1
0,0,3.7,0,200.0,Desserts,Kalyan Nagar,1
0,0,4.0,0,600.0,Delivery,Sarjapur Road,1
1,0,3.5,24,350.0,Dine-out,BTM,1
0,0,4.3,1792,800.0,Delivery,MG Road,1
1,0,3.9,37,400.0,Dine-out,Old Airport Road,1
0,0,4.0,250,600.0,Dine-out,Kammanahalli,1
1,0,3.4,5,100.0,Delivery,Bannerghatta Road,1
1,0,3.7,91,200.0,Delivery,Electronic City,1
1,0,3.5,12,300.0,Delivery,Bannerghatta Road,1
1,0,3.0,11,200.0,Dine-out,Koramangala 5th Block,1
0,1,3.8,108,1400.0,Dine-out,Brigade Road,1
0,0,5.0,0,1000.0,Delivery,Sarjapur Road,1
0,0,3.7,82,2500.0,Dine-out,Residency Road,1
1,0,3.6,21,200.0,Delivery,Jayanagar,1
0,0,3.6,39,600.0,Dine-out,BTM,1
0,0,3.0,33,400.0,Dine-out,Frazer Town,1
1,0,3.5,12,400.0,Delivery,Koramangala 4th Block,1
0,1,3.5,32,1000.0,Dine-out,BTM,1
1,0,3.8,128,400.0,Delivery,Kalyan Nagar,1
1,0,3.7,125,600.0,Delivery,Brookefield,1
0,1,4.1,353,2000.0,Buffet,BTM,1
1,0,2.8,30,900.0,Dine-out,Basavanagudi,1
1,0,3.7,159,700.0,Delivery,Koramangala 5th Block,1
0,0,3.9,154,200.0,Dine-out,Koramangala 5th Block,1
1,0,3.9,823,750.0,Dine-out,Koramangala 7th Block,1
1,0,4.1,3006,1000.0,Cafes,Koramangala 7th Block,1
0,1,4.8,467,2100.0,Drinks & nightlife,Koramangala 4th Block,1
1,1,4.3,885,1700.0,Dine-out,JP Nagar,1
1,0,3.8,51,300.0,Delivery,Kalyan Nagar,1
1,0,3.2,9,400.0,Dine-out,Jayanagar,1
0,0,4.2,116,1000.0,Cafes,Residency Road,1
1,0,3.3,44,650.0,Dine-out,Malleshwaram,1
1,1,4.4,2182,1400.0,Delivery,Bellandur,1
0,0,3.6,8,800.0,Buffet,Banashankari,1
1,0,3.6,18,150.0,Delivery,Jayanagar,1
1,0,3.5,80,250.0,Dine-out,Basavanagudi,1
0,0,3.8,110,200.0,Delivery,BTM,1
1,0,3.8,159,1300.0,Buffet,Residency Road,1
1,0,3.6,20,400.0,Delivery,Church Street,1
1,1,4.1,1785,1200.0,Delivery,Koramangala 4th Block,1
1,0,3.9,283,250.0,Delivery,Kalyan Nagar,1
0,0,3.8,20,450.0,Delivery,Koramangala 6th Block,0
1,1,4.0,608,800.0,Cafes,New BEL Road,1
1,0,4.5,222,450.0,Delivery,Residency Road,1
0,0,4.1,28,2000.0,Dine-out,Lavelle Road,1
0,0,3.0,15,1000.0,Drinks & nightlife,BTM,1
1,0,3.9,234,800.0,Delivery,Jayanagar,1
1,0,3.1,19,600.0,Delivery,Brookefield,1
1,0,3.7,248,400.0,Delivery,JP Nagar,1
0,0,3.1,8,250.0,Delivery,Whitefield,1
0,0,3.3,9,400.0,Delivery,Church Street,1
1,0,3.1,7,500.0,Delivery,Koramangala 6th Block,1
1,0,3.8,66,800.0,Dine-out,Koramangala 5th Block,1
1,0,4.0,113,1000.0,Delivery,Brigade Road,1
0,0,3.7,0,550.0,Delivery,Electronic City,1
1,0,3.9,212,800.0,Delivery,Lavelle Road,1
0,0,3.7,44,200.0,Delivery,Jayanagar,1
0,0,1.0,0,300.0,Dine-out,Old Airport Road,1
0,1,3.0,83,1200.0,Dine-out,Whitefield,1
0,0,3.7,22,1100.0,Desserts,Brigade Road,1
1,0,3.5,57,350.0,Dine-out,JP Nagar,1
1,0,3.2,18,300.0,Delivery,Bannerghatta Road,1
0,0,3.7,0,600.0,Delivery,HSR,0
1,0,3.6,10,700.0,Delivery,BTM,1
1,0,3.8,149,600.0,Delivery,Koramangala 6th Block,1
1,0,3.7,24,500.0,Dine-out,BTM,1
1,0,3.2,71,600.0,Dine-out,Banashankari,1
1,0,4.1,992,600.0,Dine-out,Koramangala 5th Block,1
1,0,3.7,184,500.0,Delivery,Residency Road,1
1,0,3.5,20,400.0,Delivery,Kammanahalli,1
1,0,3.6,21,300.0,Dine-out,Koramangala 4th Block,1
1,0,3.6,24,600.0,Delivery,Basavanagudi,1
1,0,4.1,344,350.0,Delivery,Rajajinagar,1
0,0,3.7,0,1500.0,Pubs and bars,Electronic City,1
0,0,3.4,6,300.0,Dine-out,JP Nagar,1
1,0,3.5,112,350.0,Dine-out,Sarjapur Road,1
1,0,3.7,31,500.0,Delivery,Koramangala 5th Block,1
1,0,3.2,8,400.0,Delivery,Brookefield,1
1,0,3.8,84,400.0,Dine-out,BTM,1
0,0,4.3,788,900.0,Delivery,Brigade Road,1
1,0,3.8,286,600.0,Dine-out,Basavanagudi,1
1,0,3.9,357,400.0,Delivery,BTM,1
1,0,2.9,7,400.0,Delivery,Koramangala 5th Block,1
1,0,3.7,0,350.0,Dine-out,Old Airport Road,1
1,0,4.1,991,600.0,Cafes,Koramangala 4th Block,1
0,0,2.9,25,300.0,Dine-out,Koramangala 7th Block,1
1,0,4.3,634,450.0,Delivery,Whitefield,1
1,0,3.4,31,700.0,Delivery,Koramangala 7th Block,1
1,0,4.0,63,400.0,Dine-out,Koramangala 6th Block,1
1,1,4.1,973,1500.0,Delivery,JP Nagar,1
1,0,3.1,4,100.0,Delivery,Koramangala 7th Block,1
1,0,3.7,88,300.0,Delivery,Brookefield,1
1,0,3.8,33,250.0,Delivery,Church Street,1
1,0,3.1,17,450.0,Delivery,Bannerghatta Road,1
1,0,3.3,238,400.0,Delivery,Kalyan Nagar,1
0,1,4.2,244,2500.0,Dine-out,Malleshwaram,1
1,0,3.3,4,200.0,Delivery,Frazer Town,1
1,0,3.3,80,600.0,Delivery,Kalyan Nagar,1
1,1,4.2,982,1000.0,Pubs and bars,Frazer Town,1
1,0,3.9,234,600.0,Delivery,Old Airport Road,1
0,0,3.8,152,1500.0,Dine-out,Koramangala 6th Block,1
0,0,3.7,203,900.0,Delivery,JP Nagar,1
1,0,3.8,32,200.0,Delivery,Koramangala 7th Block,1
1,1,4.1,175,500.0,Delivery,Basavanagudi,1
1,0,3.4,11,300.0,Dine-out,New BEL Road,1
0,0,3.3,16,200.0,Dine-out,Electronic City,1
1,0,3.9,72,500.0,Dine-out,Malleshwaram,1
0,0,3.9,0,300.0,Dine-out,Frazer Town,1
1,0,3.8,232,600.0,Dine-out,BTM,1
0,0,3.7,58,250.0,Dine-out,Brigade Road,1
0,0,4.2,600,200.0,Dine-out,Rajajinagar,1
1,0,3.2,166,600.0,Delivery,Koramangala 5th Block,1
1,0,3.8,103,400.0,Delivery,Kalyan Nagar,1
1,1,4.2,2620,1300.0,Buffet,Koramangala 5th Block,1
0,0,3.4,17,400.0,Desserts,Malleshwaram,1
1,0,3.7,0,250.0,Dine-out,HSR,1
0,0,4.2,386,700.0,Cafes,JP Nagar,1
0,0,3.6,22,350.0,Delivery,Electronic City,1
1,0,3.9,86,1500.0,Delivery,Malleshwaram,1
0,1,4.3,145,2800.0,Buffet,Indiranagar,1
1,0,3.0,39,400.0,Delivery,Koramangala 6th Block,1
1,0,3.4,4,300.0,Delivery,Marathahalli,1
1,0,3.8,331,350.0,Delivery,Koramangala 4th Block,1
1,1,4.1,1027,1000.0,Delivery,BTM,1
0,1,4.2,258,1500.0,Drinks & nightlife,Church Street,1
1,1,3.9,224,800.0,Delivery,Koramangala 5th Block,1
1,1,4.0,2112,2000.0,Dine-out,Church Street,1
1,0,3.9,172,300.0,Delivery,Koramangala 6th Block,1
1,1,4.3,969,750.0,Cafes,MG Road,1
1,0,4.1,511,500.0,Delivery,Koramangala 6th Block,1
0,0,3.1,11,200.0,Dine-out,Church Street,1
1,0,3.4,29,750.0,Delivery,Koramangala 5th Block,1
1,0,3.7,57,400.0,Delivery,Koramangala 4th Block,1
0,1,4.2,210,1000.0,Dine-out,Church Street,1
0,0,2.7,77,500.0,Delivery,BTM,1
1,0,3.0,102,600.0,Dine-out,BTM,1
1,0,3.9,717,1000.0,Dine-out,Koramangala 4th Block,1
0,1,4.7,10512,1400.0,Dine-out,Koramangala 5th Block,1
1,0,4.7,0,200.0,Dine-out,Koramangala 6th Block,1
1,0,3.9,543,800.0,Dine-out,Indiranagar,1
0,0,4.7,0,1000.0,Pubs and bars,Koramangala 7th Block,1
1,1,4.8,1724,1200.0,Dine-out,Indiranagar,1
0,0,3.2,57,350.0,Dine-out,Brigade Road,1
1,0,3.5,40,500.0,Dine-out,Rajajinagar,1
0,1,3.5,32,1000.0,Dine-out,Koramangala 6th Block,1
1,0,4.0,43,400.0,Dine-out,Indiranagar,1
0,1,3.8,73,1200.0,Dine-out,Church Street,1
1,0,4.2,391,500.0,Dine-out,Indiranagar,1
0,0,4.1,521,550.0,Cafes,Bannerghatta Road,1
0,1,4.0,169,1100.0,Drinks & nightlife,Koramangala 5th Block,1
1,0,2.8,234,700.0,Dine-out,Kalyan Nagar,1
0,0,3.7,0,600.0,Dine-out,Koramangala 4th Block,1
1,0,3.8,430,900.0,Delivery,Sarjapur Road,1
1,1,3.8,585,600.0,Delivery,Marathahalli,1
0,0,3.1,9,250.0,Desserts,Jayanagar,1
0,0,3.8,33,350.0,Delivery,Church Street,1
1,0,4.1,357,600.0,Delivery,Koramangala 4th Block,1
0,0,3.5,16,300.0,Dine-out,JP Nagar,1
0,1,4.5,457,2500.0,Dine-out,Marathahalli,1
1,0,3.1,11,300.0,Delivery,Koramangala 4th Block,1
0,0,3.4,10,350.0,Dine-out,Church Street,1
1,0,4.1,29,150.0,Delivery,Old Airport Road,1
1,0,4.3,1587,550.0,Delivery,BTM,1
1,0,4.0,870,500.0,Delivery,Koramangala 7th Block,1
0,0,3.4,10,300.0,Delivery,BTM,1
1,0,3.9,92,300.0,Delivery,Bannerghatta Road,1
1,0,5.0,0,150.0,Delivery,Koramangala 5th Block,1
1,0,3.7,178,400.0,Dine-out,BTM,1
0,0,3.4,8,400.0,Delivery,Koramangala 4th Block,1
0,0,4.5,0,700.0,Dine-out,Lavelle Road,1
1,0,3.9,224,250.0,Delivery,BTM,1
0,0,4.3,700,450.0,Delivery,Old Airport Road,0
0,0,3.9,237,450.0,Buffet,Sarjapur Road,0
0,0,3.5,0,250.0,Dine-out,New BEL Road,1
1,0,3.9,232,650.0,Delivery,Kalyan Nagar,1
1,0,4.2,146,600.0,Delivery,Koramangala 5th Block,1
0,0,3.7,0,250.0,Dine-out,Koramangala 5th Block,1
1,0,4.2,1920,800.0,Delivery,Old Airport Road,1
1,0,4.3,793,1000.0,Delivery,Koramangala 5th Block,1
0,0,4.0,138,800.0,Delivery,Koramangala 6th Block,1
1,0,3.9,128,200.0,Desserts,Koramangala 4th Block,1
1,0,3.3,7,500.0,Delivery,Koramangala 4th Block,1
1,0,4.2,148,600.0,Delivery,Koramangala 7th Block,1
1,0,3.4,7,150.0,Delivery,Jayanagar,1
1,0,4.1,37,500.0,Desserts,Koramangala 7th Block,1
0,0,4.5,0,400.0,Delivery,Koramangala 7th Block,1
1,0,3.9,823,750.0,Delivery,Koramangala 5th Block,1
0,0,3.6,65,300.0,Dine-out,Jayanagar,1
0,0,2.4,25,1000.0,Drinks & nightlife,Old Airport Road,1
1,0,3.1,9,600.0,Delivery,Koramangala 5th Block,1
1,1,4.2,409,1600.0,Drinks & nightlife,MG Road,1
0,1,4.3,504,1100.0,Buffet,Indiranagar,1
0,0,4.0,0,800.0,Desserts,Koramangala 5th Block,1
1,0,3.2,15,250.0,Delivery,Koramangala 4th Block,1
0,0,3.4,12,300.0,Dine-out,Koramangala 5th Block,1
1,0,3.5,58,300.0,Dine-out,Lavelle Road,1
1,0,4.3,169,450.0,Desserts,Koramangala 4th Block,1
1,0,3.9,56,500.0,Desserts,Indiranagar,1
0,1,4.7,524,1500.0,Buffet,Electronic City,1
0,0,4.2,115,1000.0,Dine-out,Brigade Road,1
1,0,4.5,196,1200.0,Delivery,HSR,1
1,0,3.0,61,650.0,Delivery,Jayanagar,1
1,1,4.3,1236,1000.0,Delivery,Indiranagar,1
1,0,4.0,545,300.0,Dine-out,Sarjapur Road,1
1,0,4.7,0,500.0,Delivery,Koramangala 6th Block,1
0,0,3.6,33,300.0,Delivery,Old Airport Road,0
1,0,4.2,132,180.0,Delivery,Lavelle Road,1
0,0,4.0,1047,450.0,Delivery,Basavanagudi,1
1,1,4.1,201,1500.0,Dine-out,Indiranagar,1
0,1,4.1,1330,2100.0,Delivery,Church Street,1
0,0,4.5,0,500.0,Delivery,Electronic City,1
0,0,3.6,87,650.0,Dine-out,Marathahalli,1
0,0,3.6,14,350.0,Dine-out,Electronic City,1
0,0,3.9,107,1500.0,Dine-out,Koramangala 5th Block,1
0,0,3.9,234,1000.0,Dine-out,Lavelle Road,1
1,0,3.8,90,650.0,Delivery,JP Nagar,1
0,0,3.9,153,350.0,Dine-out,Basavanagudi,1
1,0,4.0,719,1000.0,Delivery,Frazer Town,1
1,0,4.0,100,150.0,Desserts,Koramangala 4th Block,1
1,0,3.5,36,600.0,Delivery,Koramangala 7th Block,1
1,0,3.4,356,350.0,Delivery,Koramangala 5th Block,1
1,0,3.8,162,400.0,Delivery,Old Airport Road,1
1,0,3.8,77,650.0,Delivery,HSR,1
0,0,4.3,148,800.0,Dine-out,Koramangala 6th Block,1
0,0,4.1,99,400.0,Dine-out,Jayanagar,1
1,0,3.3,5,350.0,Cafes,Indiranagar,1
1,1,4.2,255,800.0,Dine-out,Old Airport Road,1
0,0,3.3,4,1000.0,Dine-out,Marathahalli,1
1,0,3.7,19,200.0,Delivery,Koramangala 5th Block,1
0,0,3.9,71,200.0,Delivery,Old Airport Road,1
0,0,3.3,8,250.0,Dine-out,Rajajinagar,1
1,0,3.9,97,1000.0,Delivery,Jayanagar,1
1,0,3.5,20,500.0,Delivery,Frazer Town,1
1,1,4.0,860,1200.0,Delivery,MG Road,1
0,0,3.2,5,450.0,Delivery,Koramangala 4th Block,1
1,0,4.6,1687,900.0,Cafes,Indiranagar,1
0,0,3.4,5,150.0,Desserts,Bannerghatta Road,1
0,0,3.7,0,250.0,Delivery,Koramangala 4th Block,0
0,0,3.3,5,200.0,Delivery,Koramangala 4th Block,1
1,0,2.6,54,600.0,Delivery,BTM,1
1,0,3.9,56,400.0,Dine-out,Lavelle Road,1
1,0,3.6,25,500.0,Delivery,Koramangala 6th Block,1
1,0,3.3,58,300.0,Delivery,Kalyan Nagar,1
0,0,3.0,27,400.0,Delivery,Basavanagudi,1
1,0,3.2,5,250.0,Delivery,HSR,1
1,0,4.3,247,600.0,Dine-out,Koramangala 6th Block,1
0,0,3.0,6,300.0,Delivery,Bellandur,1
1,0,3.6,28,300.0,Delivery,Malleshwaram,1
1,1,4.1,1342,800.0,Delivery,Koramangala 7th Block,1
0,0,3.8,41,400.0,Delivery,Kammanahalli,1
0,0,3.4,10,350.0,Dine-out,Brigade Road,1
1,0,3.9,85,400.0,Dine-out,Koramangala 6th Block,1
1,1,4.3,500,1300.0,Delivery,Brigade Road,1
1,0,2.9,93,400.0,Dine-out,Bellandur,1
0,0,3.0,34,500.0,Delivery,Koramangala 4th Block,1
1,0,4.2,1077,400.0,Delivery,Koramangala 6th Block,1
1,0,3.5,138,400.0,Dine-out,Indiranagar,1
1,1,4.2,1170,1300.0,Delivery,HSR,1
0,0,3.6,14,1500.0,Pubs and bars,Frazer Town,1
1,0,3.1,11,500.0,Dine-out,Koramangala 6th Block,1
0,0,3.4,36,450.0,Delivery,Koramangala 5th Block,0
1,0,4.0,80,500.0,Delivery,Frazer Town,1
1,0,4.0,50,300.0,Delivery,Brookefield,1
1,0,4.0,74,500.0,Delivery,BTM,1
1,0,4.1,33,200.0,Delivery,Bellandur,1
0,0,3.6,155,500.0,Dine-out,HSR,0
1,0,3.0,8,400.0,Delivery,Malleshwaram,1
1,0,3.4,25,550.0,Delivery,Indiranagar,1
1,0,3.1,22,400.0,Delivery,Jayanagar,1
0,0,3.7,0,200.0,Delivery,Frazer Town,0
0,0,3.6,12,200.0,Dine-out,Brookefield,1
1,0,3.5,6,450.0,Delivery,Koramangala 7th Block,1
1,0,4.3,193,300.0,Dine-out,Koramangala 5th Block,1
1,1,3.6,107,900.0,Delivery,BTM,1
1,0,3.3,4,250.0,Delivery,Malleshwaram,1
1,0,4.1,1120,1500.0,Delivery,Frazer Town,1
1,0,3.3,911,250.0,Dine-out,Koramangala 4th Block,1
1,0,3.5,7,100.0,Delivery,Jayanagar,1
1,0,2.6,26,400.0,Dine-out,Residency Road,1
0,1,4.4,383,2000.0,Dine-out,Whitefield,1
0,0,2.5,0,400.0,Dine-out,Brigade Road,1
1,0,3.7,50,550.0,Cafes,Church Street,1
1,0,3.5,62,250.0,Delivery,Old Airport Road,1
0,0,3.5,13,300.0,Dine-out,Basavanagudi,1
1,0,3.7,72,450.0,Delivery,Jayanagar,1
1,0,3.6,20,600.0,Delivery,Kalyan Nagar,1
1,0,4.0,469,600.0,Dine-out,Jayanagar,1
1,0,3.9,91,300.0,Delivery,Basavanagudi,1
0,0,3.7,28,600.0,Dine-out,Marathahalli,1
0,0,3.2,4,300.0,Dine-out,Koramangala 5th Block,1
1,0,3.8,90,250.0,Delivery,Brookefield,1
0,0,3.6,33,300.0,Delivery,Sarjapur Road,1
0,0,3.2,4,300.0,Delivery,Koramangala 7th Block,1
1,0,3.4,10,400.0,Delivery,Electronic City,1
1,0,2.8,297,600.0,Dine-out,Electronic City,1
1,0,3.7,27,250.0,Desserts,Rajajinagar,1
1,1,4.1,258,750.0,Dine-out,Koramangala 4th Block,1
0,0,4.0,471,600.0,Dine-out,Malleshwaram,1
1,0,3.6,41,1400.0,Delivery,Brigade Road,1
1,0,3.8,149,600.0,Delivery,Koramangala 7th Block,1
1,0,4.1,1003,700.0,Dine-out,Koramangala 4th Block,1
1,0,3.8,204,600.0,Desserts,HSR,1
1,0,4.1,57,200.0,Delivery,Indiranagar,1
0,0,2.9,57,300.0,Dine-out,Malleshwaram,1
1,1,3.8,194,800.0,Dine-out,Church Street,1
0,0,3.7,41,500.0,Delivery,HSR,1
1,0,3.3,7,300.0,Delivery,Whitefield,1
1,0,3.9,121,600.0,Delivery,Whitefield,1
0,0,4.1,873,300.0,Dine-out,BTM,1
1,0,3.9,97,1000.0,Delivery,Koramangala 7th Block,1
1,0,3.6,11,100.0,Delivery,Sarjapur Road,1
1,0,3.6,12,500.0,Delivery,Old Airport Road,1
0,0,2.7,20,900.0,Dine-out,Malleshwaram,1
0,1,4.2,2946,1300.0,Dine-out,Old Airport Road,1
1,0,1.0,0,500.0,Dine-out,Indiranagar,1
1,0,3.7,66,400.0,Dine-out,Kammanahalli,1
1,1,4.5,3991,1600.0,Drinks & nightlife,Koramangala 6th Block,1
0,0,3.5,44,1000.0,Buffet,JP Nagar,1
1,0,4.0,87,200.0,Desserts,Koramangala 6th Block,1
1,0,3.6,243,800.0,Dine-out,Koramangala 4th Block,1
0,1,4.3,758,1300.0,Dine-out,Marathahalli,1
0,1,3.5,49,1500.0,Dine-out,Electronic City,1
0,0,3.6,20,200.0,Delivery,Koramangala 4th Block,1
1,0,3.8,30,400.0,Dine-out,Jayanagar,1
0,0,3.3,4,200.0,Dine-out,Koramangala 7th Block,1
1,0,3.8,74,150.0,Delivery,Kammanahalli,1
0,1,4.3,330,1200.0,Dine-out,Lavelle Road,1
1,0,3.8,97,750.0,Delivery,Frazer Town,1
1,0,2.8,102,350.0,Delivery,Koramangala 6th Block,1
1,1,3.9,902,900.0,Dine-out,Whitefield,1
1,0,3.7,216,450.0,Delivery,Indiranagar,1
0,0,3.5,7,300.0,Desserts,Koramangala 5th Block,1
1,0,3.1,10,500.0,Delivery,Kammanahalli,1
0,0,3.0,98,800.0,Delivery,Banashankari,1
1,0,4.2,1731,1400.0,Delivery,Malleshwaram,1
0,0,3.7,0,400.0,Dine-out,Koramangala 4th Block,1
1,0,3.9,183,300.0,Delivery,Koramangala 4th Block,1
1,0,3.6,23,500.0,Delivery,Koramangala 5th Block,1
0,0,3.0,0,400.0,Delivery,MG Road,1
0,0,3.6,34,300.0,Delivery,Bannerghatta Road,1
1,0,3.1,175,600.0,Delivery,Brookefield,1
0,0,4.4,2435,1500.0,Drinks & nightlife,Residency Road,1
1,0,3.0,177,400.0,Dine-out,Brookefield,1
0,0,3.9,32,200.0,Delivery,Church Street,1
0,1,4.4,1086,1600.0,Buffet,Residency Road,1
1,0,4.0,0,200.0,Delivery,MG Road,1
0,0,3.0,0,200.0,Dine-out,Koramangala 6th Block,1
0,0,4.0,0,350.0,Delivery,Old Airport Road,1
0,0,3.6,13,100.0,Delivery,Jayanagar,1
1,0,3.9,127,600.0,Delivery,Koramangala 5th Block,1
0,0,3.6,51,150.0,Desserts,Koramangala 4th Block,1
1,1,4.3,969,750.0,Delivery,MG Road,1
1,0,3.7,16,300.0,Delivery,Malleshwaram,1
0,0,3.0,241,500.0,Dine-out,Whitefield,1
0,0,3.7,56,150.0,Dine-out,Jayanagar,0
0,0,2.6,56,500.0,Desserts,Koramangala 5th Block,1
1,0,4.2,740,750.0,Delivery,Frazer Town,1
1,1,4.2,815,900.0,Delivery,Basavanagudi,1
0,0,3.7,0,150.0,Delivery,Brigade Road,1
0,0,3.8,157,1300.0,Dine-out,HSR,1
0,0,3.6,9,600.0,Delivery,Koramangala 4th Block,1
1,0,3.8,265,850.0,Dine-out,Lavelle Road,1
1,0,3.7,92,350.0,Delivery,Koramangala 4th Block,1
1,0,4.3,284,500.0,Delivery,Brigade Road,1
0,1,4.0,169,1100.0,Dine-out,Koramangala 5th Block,1
0,0,3.2,4,300.0,Dine-out,Koramangala 7th Block,1
1,0,3.8,22,500.0,Dine-out,Koramangala 7th Block,1
0,1,4.3,1559,1200.0,Dine-out,Koramangala 7th Block,1
0,0,3.6,13,700.0,Cafes,JP Nagar,1
1,0,3.6,33,200.0,Delivery,Kalyan Nagar,1
0,0,3.2,4,300.0,Dine-out,Kammanahalli,1
1,0,4.1,589,700.0,Dine-out,JP Nagar,1
1,0,3.5,75,500.0,Delivery,Frazer Town,1
1,1,4.8,1724,1200.0,Delivery,Indiranagar,1
1,0,4.3,2874,600.0,Dine-out,Koramangala 7th Block,1
0,1,4.1,106,1600.0,Pubs and bars,Bellandur,1
1,0,4.3,397,700.0,Cafes,Old Airport Road,1
0,0,4.5,292,400.0,Desserts,Church Street,1
1,0,3.6,22,350.0,Delivery,Bellandur,1
0,0,3.8,166,600.0,Dine-out,Banashankari,1
1,0,3.4,43,300.0,Dine-out,New BEL Road,1
1,0,2.8,102,350.0,Dine-out,BTM,1
1,0,3.2,12,200.0,Desserts,Jayanagar,1
1,1,4.2,1976,1000.0,Buffet,JP Nagar,1
1,0,3.8,26,400.0,Dine-out,HSR,1
0,0,3.9,523,1100.0,Cafes,New BEL Road,1
1,0,3.9,327,500.0,Dine-out,Koramangala 5th Block,1
0,0,3.9,51,400.0,Delivery,Sarjapur Road,1
1,0,5.0,0,700.0,Delivery,Whitefield,1
1,0,4.0,97,400.0,Delivery,Marathahalli,1
0,0,3.0,0,350.0,Dine-out,New BEL Road,1
0,0,3.4,9,500.0,Delivery,Jayanagar,1
0,0,3.5,73,500.0,Dine-out,Jayanagar,1
0,0,1.0,0,300.0,Delivery,MG Road,1
1,0,4.6,1026,550.0,Desserts,Koramangala 4th Block,1
1,1,4.1,1473,1500.0,Dine-out,Indiranagar,1
0,0,3.0,108,800.0,Buffet,Lavelle Road,1
0,0,5.0,0,300.0,Delivery,Koramangala 7th Block,1
0,0,5.0,0,200.0,Desserts,Rajajinagar,1
1,0,4.5,221,450.0,Desserts,Lavelle Road,1
1,0,4.0,67,300.0,Delivery,Marathahalli,1
0,0,2.8,79,300.0,Dine-out,Old Airport Road,1
1,1,4.1,289,800.0,Delivery,Malleshwaram,1
1,0,3.3,16,200.0,Delivery,Whitefield,1
0,0,3.8,41,100.0,Delivery,Lavelle Road,1
1,0,3.4,4,300.0,Delivery,Bannerghatta Road,1
0,0,3.4,9,300.0,Desserts,Jayanagar,1
0,0,3.3,4,300.0,Delivery,Brigade Road,1
0,0,3.8,36,650.0,Dine-out,HSR,1
1,0,3.1,52,400.0,Delivery,New BEL Road,1
1,0,3.5,15,600.0,Delivery,Brookefield,1
1,0,3.8,230,600.0,Delivery,Koramangala 7th Block,1
1,0,4.0,48,400.0,Delivery,Koramangala 4th Block,1
0,0,3.1,46,1000.0,Dine-out,MG Road,1
1,0,4.3,191,700.0,Delivery,Kammanahalli,1
1,0,3.9,59,600.0,Delivery,Indiranagar,1
1,0,3.8,18,250.0,Dine-out,Rajajinagar,1
1,0,3.9,554,600.0,Dine-out,Koramangala 6th Block,1
1,0,3.3,5,300.0,Delivery,Koramangala 6th Block,1
0,0,3.5,16,400.0,Dine-out,Koramangala 5th Block,1
0,0,3.7,17,150.0,Desserts,MG Road,1
1,1,4.1,523,800.0,Delivery,Brigade Road,1
1,0,3.8,191,650.0,Dine-out,Kammanahalli,1
0,0,3.4,34,150.0,Delivery,JP Nagar,1
0,0,4.2,50,450.0,Dine-out,MG Road,0
1,0,3.4,14,300.0,Delivery,Jayanagar,1
1,0,3.9,554,600.0,Delivery,Koramangala 6th Block,1
1,0,3.6,45,500.0,Delivery,Koramangala 6th Block,1
1,0,2.3,240,800.0,Delivery,Sarjapur Road,1
1,0,4.1,337,300.0,Dine-out,Basavanagudi,1
1,0,4.4,950,900.0,Cafes,Koramangala 6th Block,1
1,0,3.7,120,400.0,Dine-out,New BEL Road,0
1,0,4.2,106,300.0,Dine-out,Koramangala 5th Block,1
1,0,4.1,176,800.0,Delivery,Basavanagudi,1
1,1,4.4,2496,900.0,Delivery,Jayanagar,1
1,0,3.3,19,300.0,Delivery,Koramangala 4th Block,1
1,0,3.0,7,400.0,Delivery,Koramangala 7th Block,1
1,0,3.7,83,600.0,Delivery,Marathahalli,1
1,0,4.1,339,300.0,Delivery,Jayanagar,1
1,0,3.7,434,400.0,Dine-out,Koramangala 6th Block,1
0,0,3.1,7,700.0,Delivery,Bannerghatta Road,1
